country,year,age,gender,inmigrant_count,outmigrant_count
Scotland,2003,2,all,2588,2457
Scotland,2003,3,all,2457,2325
Scotland,2003,4,all,2197,2142
Scotland,2003,5,all,1954,1876
Scotland,2003,6,all,1820,1730
Scotland,2003,7,all,1681,1533
Scotland,2003,8,all,1714,1591
Scotland,2003,9,all,1735,1605
Scotland,2003,10,all,1667,1581
Scotland,2003,11,all,1662,1533
Scotland,2003,12,all,1589,1539
Scotland,2003,13,all,1503,1454
Scotland,2003,14,all,1452,1454
Scotland,2003,15,all,1374,1328
Scotland,2003,16,all,1567,1580
Scotland,2003,17,all,2764,2782
Scotland,2003,18,all,6254,6355
Scotland,2003,19,all,7444,6048
Scotland,2003,20,all,5089,4325
Scotland,2003,21,all,4394,4271
Scotland,2003,22,all,5052,5256
Scotland,2003,23,all,5276,6256
Scotland,2003,24,all,4944,5819
Scotland,2003,25,all,4467,5026
Scotland,2003,26,all,4219,4521
Scotland,2003,27,all,4423,4610
Scotland,2003,28,all,4472,4557
Scotland,2003,29,all,4377,4366
Scotland,2003,30,all,4497,4436
Scotland,2003,31,all,4395,4367
Scotland,2003,32,all,4206,4146
Scotland,2003,33,all,3996,3804
Scotland,2003,34,all,3858,3722
Scotland,2003,35,all,3559,3403
Scotland,2003,36,all,3418,3210
Scotland,2003,37,all,3153,2913
Scotland,2003,38,all,2950,2754
Scotland,2003,39,all,2740,2550
Scotland,2003,40,all,2577,2414
Scotland,2003,41,all,2399,2225
Scotland,2003,42,all,2233,2119
Scotland,2003,43,all,2108,1941
Scotland,2003,44,all,1923,1772
Scotland,2003,45,all,1842,1714
Scotland,2003,46,all,1691,1576
Scotland,2003,47,all,1574,1445
Scotland,2003,48,all,1444,1355
Scotland,2003,49,all,1412,1324
Scotland,2003,50,all,1395,1239
Scotland,2003,51,all,1309,1153
Scotland,2003,52,all,1262,1143
Scotland,2003,53,all,1280,1104
Scotland,2003,54,all,1312,1111
Scotland,2003,55,all,1359,1149
Scotland,2003,56,all,1383,1177
Scotland,2003,57,all,1028,855
Scotland,2003,58,all,946,787
Scotland,2003,59,all,1072,878
Scotland,2003,60,all,1020,829
Scotland,2003,61,all,901,723
Scotland,2003,62,all,731,602
Scotland,2003,63,all,745,624
Scotland,2003,64,all,740,597
Scotland,2003,65,all,773,649
Scotland,2003,66,all,692,550
Scotland,2003,67,all,598,474
Scotland,2003,68,all,565,472
Scotland,2003,69,all,479,421
Scotland,2003,70,all,459,370
Scotland,2003,71,all,437,380
Scotland,2003,72,all,404,355
Scotland,2003,73,all,428,363
Scotland,2003,74,all,340,321
Scotland,2003,75,all,338,312
Scotland,2003,76,all,334,305
Scotland,2003,77,all,352,318
Scotland,2003,78,all,303,277
Scotland,2003,79,all,327,297
Scotland,2003,80,all,296,278
Scotland,2003,81,all,311,288
Scotland,2003,82,all,313,282
Scotland,2003,83,all,338,309
Scotland,2003,84,all,236,227
Scotland,2003,85,all,205,189
Scotland,2003,86,all,204,195
Scotland,2003,87,all,245,237
Scotland,2003,88,all,221,199
Scotland,2003,89,all,207,193
Scotland,2003,90,all,690,645
Scotland,2004,0,all,1438,1215
Scotland,2004,1,all,3012,2695
Scotland,2004,2,all,2584,2348
Scotland,2004,3,all,2458,2179
Scotland,2004,4,all,2299,2099
Scotland,2004,5,all,2019,1840
Scotland,2004,6,all,1849,1569
Scotland,2004,7,all,1866,1671
Scotland,2004,8,all,1769,1559
Scotland,2004,9,all,1677,1524
Scotland,2004,10,all,1721,1561
Scotland,2004,11,all,1668,1475
Scotland,2004,12,all,1643,1516
Scotland,2004,13,all,1420,1271
Scotland,2004,14,all,1498,1378
Scotland,2004,15,all,1409,1282
Scotland,2004,16,all,1536,1497
Scotland,2004,17,all,2800,2768
Scotland,2004,18,all,5519,5482
Scotland,2004,19,all,7304,5539
Scotland,2004,20,all,4901,3941
Scotland,2004,21,all,4454,4159
Scotland,2004,22,all,5075,5122
Scotland,2004,23,all,5398,6136
Scotland,2004,24,all,5132,5841
Scotland,2004,25,all,4942,5384
Scotland,2004,26,all,4470,4623
Scotland,2004,27,all,4503,4523
Scotland,2004,28,all,4505,4486
Scotland,2004,29,all,4427,4189
Scotland,2004,30,all,4403,4190
Scotland,2004,31,all,4295,4202
Scotland,2004,32,all,4368,4069
Scotland,2004,33,all,4255,3834
Scotland,2004,34,all,3818,3535
Scotland,2004,35,all,3682,3365
Scotland,2004,36,all,3503,3161
Scotland,2004,37,all,3375,3016
Scotland,2004,38,all,3012,2679
Scotland,2004,39,all,2882,2611
Scotland,2004,40,all,2743,2440
Scotland,2004,41,all,2484,2167
Scotland,2004,42,all,2203,1948
Scotland,2004,43,all,2136,1858
Scotland,2004,44,all,1934,1686
Scotland,2004,45,all,1869,1627
Scotland,2004,46,all,1724,1520
Scotland,2004,47,all,1700,1445
Scotland,2004,48,all,1512,1298
Scotland,2004,49,all,1495,1217
Scotland,2004,50,all,1439,1176
Scotland,2004,51,all,1418,1142
Scotland,2004,52,all,1292,1069
Scotland,2004,53,all,1313,1061
Scotland,2004,54,all,1300,1022
Scotland,2004,55,all,1367,1088
Scotland,2004,56,all,1357,1034
Scotland,2004,57,all,1464,1132
Scotland,2004,58,all,967,809
Scotland,2004,59,all,1063,786
Scotland,2004,60,all,1069,812
Scotland,2004,61,all,978,702
Scotland,2004,62,all,813,577
Scotland,2004,63,all,757,585
Scotland,2004,64,all,770,550
Scotland,2004,65,all,811,605
Scotland,2004,66,all,697,535
Scotland,2004,67,all,601,465
Scotland,2004,68,all,573,462
Scotland,2004,69,all,511,399
Scotland,2004,70,all,424,353
Scotland,2004,71,all,416,363
Scotland,2004,72,all,417,322
Scotland,2004,73,all,417,331
Scotland,2004,74,all,364,307
Scotland,2004,75,all,350,290
Scotland,2004,76,all,341,285
Scotland,2004,77,all,336,275
Scotland,2004,78,all,336,278
Scotland,2004,79,all,299,255
Scotland,2004,80,all,350,294
Scotland,2004,81,all,328,274
Scotland,2004,82,all,292,251
Scotland,2004,83,all,299,284
Scotland,2004,84,all,301,259
Scotland,2004,85,all,212,186
Scotland,2004,86,all,179,156
Scotland,2004,87,all,201,186
Scotland,2004,88,all,192,168
Scotland,2004,89,all,176,152
Scotland,2004,90,all,732,669
Scotland,2005,0,all,1427,1190
Scotland,2005,1,all,2976,2645
Scotland,2005,2,all,2617,2415
Scotland,2005,3,all,2147,2010
Scotland,2005,4,all,2099,1896
Scotland,2005,5,all,1823,1706
Scotland,2005,6,all,1660,1498
Scotland,2005,7,all,1724,1505
Scotland,2005,8,all,1692,1552
Scotland,2005,9,all,1618,1449
Scotland,2005,10,all,1479,1315
Scotland,2005,11,all,1508,1302
Scotland,2005,12,all,1402,1281
Scotland,2005,13,all,1455,1326
Scotland,2005,14,all,1491,1366
Scotland,2005,15,all,1469,1384
Scotland,2005,16,all,1541,1438
Scotland,2005,17,all,4189,4069
Scotland,2005,18,all,6211,5989
Scotland,2005,19,all,7098,5239
Scotland,2005,20,all,5007,4078
Scotland,2005,21,all,4406,4180
Scotland,2005,22,all,4980,5015
Scotland,2005,23,all,5114,5860
Scotland,2005,24,all,4993,5769
Scotland,2005,25,all,4963,5309
Scotland,2005,26,all,4732,5061
Scotland,2005,27,all,4306,4346
Scotland,2005,28,all,4160,4182
Scotland,2005,29,all,4237,4191
Scotland,2005,30,all,4093,3982
Scotland,2005,31,all,4007,3908
Scotland,2005,32,all,3970,3818
Scotland,2005,33,all,4004,3746
Scotland,2005,34,all,3899,3628
Scotland,2005,35,all,3406,3284
Scotland,2005,36,all,3292,3069
Scotland,2005,37,all,3133,2874
Scotland,2005,38,all,2939,2744
Scotland,2005,39,all,2712,2401
Scotland,2005,40,all,2560,2298
Scotland,2005,41,all,2439,2102
Scotland,2005,42,all,2378,2087
Scotland,2005,43,all,2041,1837
Scotland,2005,44,all,2046,1742
Scotland,2005,45,all,1791,1582
Scotland,2005,46,all,1786,1541
Scotland,2005,47,all,1713,1489
Scotland,2005,48,all,1592,1421
Scotland,2005,49,all,1548,1285
Scotland,2005,50,all,1422,1202
Scotland,2005,51,all,1326,1122
Scotland,2005,52,all,1278,1057
Scotland,2005,53,all,1273,1047
Scotland,2005,54,all,1182,975
Scotland,2005,55,all,1207,987
Scotland,2005,56,all,1301,1009
Scotland,2005,57,all,1225,936
Scotland,2005,58,all,1336,1113
Scotland,2005,59,all,980,808
Scotland,2005,60,all,959,786
Scotland,2005,61,all,883,720
Scotland,2005,62,all,781,643
Scotland,2005,63,all,689,575
Scotland,2005,64,all,650,545
Scotland,2005,65,all,729,594
Scotland,2005,66,all,627,544
Scotland,2005,67,all,516,445
Scotland,2005,68,all,481,405
Scotland,2005,69,all,480,416
Scotland,2005,70,all,423,336
Scotland,2005,71,all,402,364
Scotland,2005,72,all,375,332
Scotland,2005,73,all,327,284
Scotland,2005,74,all,329,301
Scotland,2005,75,all,325,314
Scotland,2005,76,all,314,266
Scotland,2005,77,all,299,255
Scotland,2005,78,all,322,292
Scotland,2005,79,all,304,263
Scotland,2005,80,all,255,236
Scotland,2005,81,all,292,267
Scotland,2005,82,all,269,253
Scotland,2005,83,all,242,231
Scotland,2005,84,all,280,253
Scotland,2005,85,all,272,238
Scotland,2005,86,all,197,186
Scotland,2005,87,all,195,192
Scotland,2005,88,all,166,148
Scotland,2005,89,all,187,185
Scotland,2005,90,all,718,655
Scotland,2006,0,all,1397,1234
Scotland,2006,1,all,2806,2677
Scotland,2006,2,all,2510,2449
Scotland,2006,3,all,2142,2008
Scotland,2006,4,all,1960,1856
Scotland,2006,5,all,1699,1659
Scotland,2006,6,all,1600,1510
Scotland,2006,7,all,1505,1411
Scotland,2006,8,all,1492,1452
Scotland,2006,9,all,1501,1419
Scotland,2006,10,all,1410,1326
Scotland,2006,11,all,1332,1330
Scotland,2006,12,all,1293,1296
Scotland,2006,13,all,1302,1259
Scotland,2006,14,all,1408,1382
Scotland,2006,15,all,1324,1275
Scotland,2006,16,all,1425,1403
Scotland,2006,17,all,2944,2905
Scotland,2006,18,all,5171,4972
Scotland,2006,19,all,6974,4833
Scotland,2006,20,all,4826,3914
Scotland,2006,21,all,4211,4031
Scotland,2006,22,all,4707,4709
Scotland,2006,23,all,4933,5531
Scotland,2006,24,all,4905,5502
Scotland,2006,25,all,4937,5360
Scotland,2006,26,all,4711,5038
Scotland,2006,27,all,4582,4678
Scotland,2006,28,all,4115,4127
Scotland,2006,29,all,4088,4007
Scotland,2006,30,all,3970,3959
Scotland,2006,31,all,3956,3814
Scotland,2006,32,all,3770,3631
Scotland,2006,33,all,3849,3681
Scotland,2006,34,all,3642,3476
Scotland,2006,35,all,3516,3285
Scotland,2006,36,all,3212,2946
Scotland,2006,37,all,3005,2751
Scotland,2006,38,all,2857,2639
Scotland,2006,39,all,2698,2482
Scotland,2006,40,all,2401,2190
Scotland,2006,41,all,2404,2174
Scotland,2006,42,all,2147,2019
Scotland,2006,43,all,2157,1982
Scotland,2006,44,all,1912,1786
Scotland,2006,45,all,1771,1691
Scotland,2006,46,all,1690,1531
Scotland,2006,47,all,1642,1493
Scotland,2006,48,all,1579,1471
Scotland,2006,49,all,1578,1434
Scotland,2006,50,all,1377,1262
Scotland,2006,51,all,1355,1179
Scotland,2006,52,all,1268,1144
Scotland,2006,53,all,1265,1094
Scotland,2006,54,all,1166,1007
Scotland,2006,55,all,1189,1002
Scotland,2006,56,all,1152,1004
Scotland,2006,57,all,1198,1018
Scotland,2006,58,all,1188,1038
Scotland,2006,59,all,1302,1068
Scotland,2006,60,all,977,824
Scotland,2006,61,all,927,784
Scotland,2006,62,all,867,735
Scotland,2006,63,all,803,671
Scotland,2006,64,all,691,597
Scotland,2006,65,all,658,585
Scotland,2006,66,all,572,520
Scotland,2006,67,all,565,484
Scotland,2006,68,all,481,446
Scotland,2006,69,all,417,373
Scotland,2006,70,all,410,374
Scotland,2006,71,all,377,366
Scotland,2006,72,all,366,350
Scotland,2006,73,all,328,302
Scotland,2006,74,all,305,283
Scotland,2006,75,all,342,282
Scotland,2006,76,all,290,281
Scotland,2006,77,all,270,257
Scotland,2006,78,all,273,261
Scotland,2006,79,all,285,284
Scotland,2006,80,all,297,287
Scotland,2006,81,all,273,250
Scotland,2006,82,all,251,229
Scotland,2006,83,all,242,240
Scotland,2006,84,all,261,234
Scotland,2006,85,all,259,236
Scotland,2006,86,all,222,203
Scotland,2006,87,all,148,153
Scotland,2006,88,all,138,136
Scotland,2006,89,all,138,129
Scotland,2006,90,all,654,631
Scotland,2007,0,all,1407,1182
Scotland,2007,1,all,2964,2780
Scotland,2007,2,all,2648,2435
Scotland,2007,3,all,2295,2189
Scotland,2007,4,all,1996,1911
Scotland,2007,5,all,1645,1574
Scotland,2007,6,all,1545,1460
Scotland,2007,7,all,1558,1478
Scotland,2007,8,all,1512,1397
Scotland,2007,9,all,1483,1357
Scotland,2007,10,all,1394,1332
Scotland,2007,11,all,1481,1360
Scotland,2007,12,all,1360,1298
Scotland,2007,13,all,1234,1229
Scotland,2007,14,all,1373,1295
Scotland,2007,15,all,1350,1295
Scotland,2007,16,all,1469,1464
Scotland,2007,17,all,2752,2722
Scotland,2007,18,all,5001,4782
Scotland,2007,19,all,6402,4762
Scotland,2007,20,all,4572,3963
Scotland,2007,21,all,4118,4015
Scotland,2007,22,all,4671,4748
Scotland,2007,23,all,4868,5563
Scotland,2007,24,all,4748,5502
Scotland,2007,25,all,4831,5148
Scotland,2007,26,all,4793,5063
Scotland,2007,27,all,4571,4676
Scotland,2007,28,all,4422,4445
Scotland,2007,29,all,4078,4009
Scotland,2007,30,all,3968,3932
Scotland,2007,31,all,3957,3832
Scotland,2007,32,all,3767,3622
Scotland,2007,33,all,3633,3429
Scotland,2007,34,all,3500,3239
Scotland,2007,35,all,3413,3234
Scotland,2007,36,all,3244,3023
Scotland,2007,37,all,2966,2800
Scotland,2007,38,all,2836,2623
Scotland,2007,39,all,2699,2530
Scotland,2007,40,all,2554,2339
Scotland,2007,41,all,2336,2172
Scotland,2007,42,all,2272,2152
Scotland,2007,43,all,2125,1931
Scotland,2007,44,all,1989,1909
Scotland,2007,45,all,1941,1749
Scotland,2007,46,all,1718,1555
Scotland,2007,47,all,1641,1466
Scotland,2007,48,all,1666,1488
Scotland,2007,49,all,1560,1388
Scotland,2007,50,all,1535,1315
Scotland,2007,51,all,1456,1264
Scotland,2007,52,all,1358,1139
Scotland,2007,53,all,1279,1100
Scotland,2007,54,all,1210,1077
Scotland,2007,55,all,1209,1002
Scotland,2007,56,all,1154,978
Scotland,2007,57,all,1152,1001
Scotland,2007,58,all,1090,917
Scotland,2007,59,all,1087,930
Scotland,2007,60,all,1326,1075
Scotland,2007,61,all,967,793
Scotland,2007,62,all,823,683
Scotland,2007,63,all,791,712
Scotland,2007,64,all,758,617
Scotland,2007,65,all,734,589
Scotland,2007,66,all,564,527
Scotland,2007,67,all,548,461
Scotland,2007,68,all,527,473
Scotland,2007,69,all,460,422
Scotland,2007,70,all,412,380
Scotland,2007,71,all,388,340
Scotland,2007,72,all,352,335
Scotland,2007,73,all,333,308
Scotland,2007,74,all,318,288
Scotland,2007,75,all,297,282
Scotland,2007,76,all,293,278
Scotland,2007,77,all,290,281
Scotland,2007,78,all,302,268
Scotland,2007,79,all,296,268
Scotland,2007,80,all,274,263
Scotland,2007,81,all,265,253
Scotland,2007,82,all,283,252
Scotland,2007,83,all,265,255
Scotland,2007,84,all,264,239
Scotland,2007,85,all,244,254
Scotland,2007,86,all,252,240
Scotland,2007,87,all,284,262
Scotland,2007,88,all,147,153
Scotland,2007,89,all,156,144
Scotland,2007,90,all,696,651
Scotland,2008,0,all,1435,1193
Scotland,2008,1,all,3086,2719
Scotland,2008,2,all,2567,2370
Scotland,2008,3,all,2286,2167
Scotland,2008,4,all,2004,1872
Scotland,2008,5,all,1669,1576
Scotland,2008,6,all,1450,1330
Scotland,2008,7,all,1536,1393
Scotland,2008,8,all,1344,1297
Scotland,2008,9,all,1434,1330
Scotland,2008,10,all,1396,1341
Scotland,2008,11,all,1390,1299
Scotland,2008,12,all,1299,1246
Scotland,2008,13,all,1323,1186
Scotland,2008,14,all,1336,1283
Scotland,2008,15,all,1284,1216
Scotland,2008,16,all,1504,1435
Scotland,2008,17,all,2824,2660
Scotland,2008,18,all,4976,4615
Scotland,2008,19,all,6718,4911
Scotland,2008,20,all,4931,4026
Scotland,2008,21,all,4385,4085
Scotland,2008,22,all,4931,4953
Scotland,2008,23,all,5081,5633
Scotland,2008,24,all,4997,5633
Scotland,2008,25,all,4963,5122
Scotland,2008,26,all,4925,5020
Scotland,2008,27,all,4983,5109
Scotland,2008,28,all,4702,4681
Scotland,2008,29,all,4468,4279
Scotland,2008,30,all,4000,3796
Scotland,2008,31,all,3842,3652
Scotland,2008,32,all,3699,3479
Scotland,2008,33,all,3406,3284
Scotland,2008,34,all,3354,3102
Scotland,2008,35,all,3381,3111
Scotland,2008,36,all,3196,2956
Scotland,2008,37,all,3037,2855
Scotland,2008,38,all,2706,2421
Scotland,2008,39,all,2607,2419
Scotland,2008,40,all,2547,2303
Scotland,2008,41,all,2357,2197
Scotland,2008,42,all,2270,1997
Scotland,2008,43,all,2163,1940
Scotland,2008,44,all,1977,1766
Scotland,2008,45,all,1925,1723
Scotland,2008,46,all,1777,1625
Scotland,2008,47,all,1716,1554
Scotland,2008,48,all,1579,1382
Scotland,2008,49,all,1582,1395
Scotland,2008,50,all,1490,1281
Scotland,2008,51,all,1434,1290
Scotland,2008,52,all,1314,1179
Scotland,2008,53,all,1221,1068
Scotland,2008,54,all,1217,1039
Scotland,2008,55,all,1210,1058
Scotland,2008,56,all,1193,1045
Scotland,2008,57,all,1086,951
Scotland,2008,58,all,1033,913
Scotland,2008,59,all,1081,899
Scotland,2008,60,all,1119,958
Scotland,2008,61,all,1240,1050
Scotland,2008,62,all,895,769
Scotland,2008,63,all,771,640
Scotland,2008,64,all,748,663
Scotland,2008,65,all,738,649
Scotland,2008,66,all,574,503
Scotland,2008,67,all,506,431
Scotland,2008,68,all,507,431
Scotland,2008,69,all,425,394
Scotland,2008,70,all,433,398
Scotland,2008,71,all,386,346
Scotland,2008,72,all,332,343
Scotland,2008,73,all,335,300
Scotland,2008,74,all,336,296
Scotland,2008,75,all,337,298
Scotland,2008,76,all,295,265
Scotland,2008,77,all,291,273
Scotland,2008,78,all,284,261
Scotland,2008,79,all,273,260
Scotland,2008,80,all,271,230
Scotland,2008,81,all,266,250
Scotland,2008,82,all,268,242
Scotland,2008,83,all,250,233
Scotland,2008,84,all,223,196
Scotland,2008,85,all,244,229
Scotland,2008,86,all,255,238
Scotland,2008,87,all,253,228
Scotland,2008,88,all,228,211
Scotland,2008,89,all,119,114
Scotland,2008,90,all,667,628
Scotland,2009,0,all,1338,1156
Scotland,2009,1,all,2551,2452
Scotland,2009,2,all,2334,2252
Scotland,2009,3,all,2075,2029
Scotland,2009,4,all,1878,1832
Scotland,2009,5,all,1511,1473
Scotland,2009,6,all,1301,1262
Scotland,2009,7,all,1248,1240
Scotland,2009,8,all,1222,1192
Scotland,2009,9,all,1183,1149
Scotland,2009,10,all,1268,1218
Scotland,2009,11,all,1217,1137
Scotland,2009,12,all,1192,1187
Scotland,2009,13,all,1159,1086
Scotland,2009,14,all,1141,1121
Scotland,2009,15,all,1178,1151
Scotland,2009,16,all,1360,1291
Scotland,2009,17,all,2873,2805
Scotland,2009,18,all,5100,4683
Scotland,2009,19,all,6206,4942
Scotland,2009,20,all,4602,4004
Scotland,2009,21,all,4326,4164
Scotland,2009,22,all,4900,4995
Scotland,2009,23,all,5123,5745
Scotland,2009,24,all,4993,5651
Scotland,2009,25,all,4550,5040
Scotland,2009,26,all,4525,4872
Scotland,2009,27,all,4348,4705
Scotland,2009,28,all,4348,4461
Scotland,2009,29,all,4145,4209
Scotland,2009,30,all,3837,3800
Scotland,2009,31,all,3423,3420
Scotland,2009,32,all,3050,3140
Scotland,2009,33,all,3084,3042
Scotland,2009,34,all,2973,2831
Scotland,2009,35,all,2771,2672
Scotland,2009,36,all,2695,2596
Scotland,2009,37,all,2537,2422
Scotland,2009,38,all,2419,2304
Scotland,2009,39,all,2347,2142
Scotland,2009,40,all,2055,1971
Scotland,2009,41,all,2060,1919
Scotland,2009,42,all,1927,1860
Scotland,2009,43,all,1805,1718
Scotland,2009,44,all,1761,1645
Scotland,2009,45,all,1738,1624
Scotland,2009,46,all,1617,1499
Scotland,2009,47,all,1516,1402
Scotland,2009,48,all,1491,1426
Scotland,2009,49,all,1362,1266
Scotland,2009,50,all,1332,1227
Scotland,2009,51,all,1259,1149
Scotland,2009,52,all,1228,1120
Scotland,2009,53,all,1085,1029
Scotland,2009,54,all,1024,915
Scotland,2009,55,all,948,872
Scotland,2009,56,all,934,819
Scotland,2009,57,all,886,812
Scotland,2009,58,all,853,797
Scotland,2009,59,all,850,749
Scotland,2009,60,all,860,753
Scotland,2009,61,all,821,775
Scotland,2009,62,all,891,821
Scotland,2009,63,all,594,537
Scotland,2009,64,all,570,508
Scotland,2009,65,all,577,517
Scotland,2009,66,all,495,450
Scotland,2009,67,all,410,388
Scotland,2009,68,all,402,361
Scotland,2009,69,all,349,344
Scotland,2009,70,all,347,326
Scotland,2009,71,all,313,287
Scotland,2009,72,all,281,292
Scotland,2009,73,all,251,243
Scotland,2009,74,all,235,229
Scotland,2009,75,all,236,233
Scotland,2009,76,all,213,220
Scotland,2009,77,all,275,262
Scotland,2009,78,all,240,225
Scotland,2009,79,all,226,212
Scotland,2009,80,all,216,205
Scotland,2009,81,all,216,223
Scotland,2009,82,all,226,211
Scotland,2009,83,all,227,228
Scotland,2009,84,all,236,222
Scotland,2009,85,all,207,202
Scotland,2009,86,all,219,208
Scotland,2009,87,all,229,213
Scotland,2009,88,all,218,190
Scotland,2009,89,all,189,177
Scotland,2009,90,all,697,652
Scotland,2010,0,all,1334,1165
Scotland,2010,1,all,2682,2662
Scotland,2010,2,all,2345,2379
Scotland,2010,3,all,2055,2069
Scotland,2010,4,all,1765,1777
Scotland,2010,5,all,1491,1504
Scotland,2010,6,all,1255,1244
Scotland,2010,7,all,1145,1140
Scotland,2010,8,all,1120,1142
Scotland,2010,9,all,1100,1095
Scotland,2010,10,all,1029,1057
Scotland,2010,11,all,1122,1106
Scotland,2010,12,all,1072,1117
Scotland,2010,13,all,1072,1075
Scotland,2010,14,all,1082,1086
Scotland,2010,15,all,1071,1067
Scotland,2010,16,all,1346,1362
Scotland,2010,17,all,2899,2835
Scotland,2010,18,all,5326,4716
Scotland,2010,19,all,6478,4731
Scotland,2010,20,all,4399,3717
Scotland,2010,21,all,4168,3924
Scotland,2010,22,all,4691,4778
Scotland,2010,23,all,4855,5561
Scotland,2010,24,all,4687,5437
Scotland,2010,25,all,4461,4801
Scotland,2010,26,all,4236,4512
Scotland,2010,27,all,4180,4398
Scotland,2010,28,all,4059,4227
Scotland,2010,29,all,4041,4149
Scotland,2010,30,all,3776,3897
Scotland,2010,31,all,3503,3569
Scotland,2010,32,all,3006,3108
Scotland,2010,33,all,2914,2819
Scotland,2010,34,all,2872,2843
Scotland,2010,35,all,2573,2568
Scotland,2010,36,all,2511,2524
Scotland,2010,37,all,2320,2260
Scotland,2010,38,all,2344,2215
Scotland,2010,39,all,2354,2272
Scotland,2010,40,all,2051,2011
Scotland,2010,41,all,2049,1942
Scotland,2010,42,all,1838,1779
Scotland,2010,43,all,1800,1671
Scotland,2010,44,all,1681,1600
Scotland,2010,45,all,1697,1620
Scotland,2010,46,all,1613,1498
Scotland,2010,47,all,1503,1453
Scotland,2010,48,all,1450,1396
Scotland,2010,49,all,1382,1296
Scotland,2010,50,all,1316,1231
Scotland,2010,51,all,1193,1111
Scotland,2010,52,all,1197,1040
Scotland,2010,53,all,1128,1054
Scotland,2010,54,all,983,953
Scotland,2010,55,all,1022,986
Scotland,2010,56,all,954,867
Scotland,2010,57,all,963,870
Scotland,2010,58,all,889,838
Scotland,2010,59,all,932,840
Scotland,2010,60,all,941,822
Scotland,2010,61,all,871,778
Scotland,2010,62,all,837,713
Scotland,2010,63,all,922,786
Scotland,2010,64,all,601,571
Scotland,2010,65,all,625,559
Scotland,2010,66,all,573,544
Scotland,2010,67,all,483,450
Scotland,2010,68,all,418,407
Scotland,2010,69,all,377,369
Scotland,2010,70,all,378,361
Scotland,2010,71,all,339,353
Scotland,2010,72,all,298,294
Scotland,2010,73,all,298,289
Scotland,2010,74,all,266,246
Scotland,2010,75,all,269,252
Scotland,2010,76,all,248,249
Scotland,2010,77,all,261,251
