country,year,age,gender,migrant_count
Scotland,2013,60,all,1154
Scotland,2013,61,all,1137
Scotland,2013,62,all,1077
Scotland,2013,63,all,1060
Scotland,2013,64,all,1069
Scotland,2013,65,all,1048
Scotland,2013,66,all,1068
Scotland,2013,67,all,778
Scotland,2013,68,all,714
Scotland,2013,69,all,662
Scotland,2013,70,all,587
Scotland,2013,71,all,448
Scotland,2013,72,all,431
Scotland,2013,73,all,470
Scotland,2013,74,all,375
Scotland,2013,75,all,412
Scotland,2013,76,all,409
Scotland,2013,77,all,398
Scotland,2013,78,all,360
Scotland,2013,79,all,314
Scotland,2013,80,all,332
Scotland,2013,81,all,328
Scotland,2013,82,all,332
Scotland,2013,83,all,319
Scotland,2013,84,all,317
Scotland,2013,85,all,265
Scotland,2013,86,all,280
Scotland,2013,87,all,253
Scotland,2013,88,all,261
Scotland,2013,89,all,198
Scotland,2013,90,all,1014
