"la","year","sex","s_35","s_50","s_65","s_80"
"E06000001",2002,"female",0.0040312586548449,0.00560386869347594,0.00808277317930141,0.0260913524445768
"E06000001",2002,"male",0.00373305936987738,0.00435819747072963,0.00687208942767785,0.0315957820750137
"E06000001",2003,"female",0.00453552270003733,0.0055594074199907,0.00821506215050495,0.0326550349036233
"E06000001",2003,"male",0.00358662671825841,0.003481976207135,0.00509535806114022,0.0190916363562024
"E06000001",2004,"female",0.00424869937152603,0.00674595144525748,0.00755829424235429,0.0279394787749118
"E06000001",2004,"male",0.00354295671603343,0.00492532696423912,0.00823418221088493,0.0325039060509629
"E06000001",2005,"female",0.00419332782672385,0.00516243065175891,0.00862727354925933,0.0307062022128273
"E06000001",2005,"male",0.00328934669451026,0.00338331588990159,0.0054997455712245,0.0218545917831683
"E06000001",2006,"female",0.00484952370717459,0.00713825512744639,0.0066909917142212,0.0216785593036703
"E06000001",2006,"male",0.00443104711899003,0.00355653621053099,0.00553205044296789,0.0247301105143062
"E06000001",2007,"female",0.00506383816277428,0.0068841571108163,0.00888545233073211,0.0297308382070622
"E06000001",2007,"male",0.00453918367121889,0.0060607570146119,0.00764300253449901,0.0252701906024563
"E06000001",2008,"female",0.00375653007069627,0.00489194290051913,0.0073702570842419,0.0259233671210828
"E06000001",2008,"male",0.00463189617599948,0.00532006336288058,0.00607033559716238,0.0194714280608915
"E06000001",2009,"female",0.00498194133351219,0.00618976375478944,0.00936597850007399,0.0279562916679952
"E06000001",2009,"male",0.00490656441794781,0.00645121655558211,0.0095955128802606,0.0420104241729096
"E06000001",2010,"female",0.0054681273137327,0.00805689868674329,0.00677956508244241,0.0255778799728298
"E06000001",2010,"male",0.00416568350844917,0.00461283563395495,0.00768699825039797,0.0296071004929609
"E06000001",2011,"female",0.00447543306310489,0.00540153227773179,0.00924413141704589,0.0272809395277068
"E06000001",2011,"male",0.00486149453225742,0.00545832047188339,0.00752229155874804,0.0231330243909768
"E06000001",2012,"female",0.00469102633921445,0.00672164714633751,0.0113862469203041,0.0465615044937498
"E06000001",2012,"male",0.0035016722957387,0.00455531881272594,0.00689552196039541,0.0314146136236641
"E06000001",2013,"female",0.00429686265175022,0.00655561557114744,0.00925972659162578,0.0201425028008563
"E06000001",2013,"male",0.005047926486324,0.00532150390487148,0.00848557993522627,0.0335511391831402
"E06000002",2002,"female",0.00364339138308002,0.00382074736458846,0.00672044795644805,0.0220652528925723
"E06000002",2002,"male",0.00373186356435194,0.0040444290354083,0.00641069835825761,0.0186281724128631
"E06000002",2003,"female",0.00382682712774316,0.00434617926651573,0.00673101051467416,0.0261315139195549
"E06000002",2003,"male",0.0035079120282684,0.00363800513791794,0.00469821434884425,0.0182600701940662
"E06000002",2004,"female",0.00394068930185408,0.00473931379042172,0.00524537576237204,0.02172287917342
"E06000002",2004,"male",0.00341194517440349,0.00363310095083618,0.00568826361252341,0.0263609996672387
"E06000002",2005,"female",0.00431660747921118,0.00496608778940242,0.00764136184758141,0.0188299840270439
"E06000002",2005,"male",0.00310448674800701,0.00306569714595827,0.00563126334979147,0.0249942374550999
"E06000002",2006,"female",0.00396843520734852,0.00521657894280271,0.00755034195927091,0.0295930228977022
"E06000002",2006,"male",0.00418227333766764,0.00327598383556136,0.00528760067704239,0.0203607467338451
"E06000002",2007,"female",0.00491602402135162,0.00414181647028962,0.00697798042156923,0.0261485075162879
"E06000002",2007,"male",0.00324634377950067,0.00387739937043899,0.00638481415010312,0.0280039853899352
"E06000002",2008,"female",0.00378494864700999,0.00503794983489594,0.00565335486472153,0.0167350703308645
"E06000002",2008,"male",0.00385746600312763,0.00458769280007341,0.00740270286065378,0.0244989514742592
"E06000002",2009,"female",0.00361578222116172,0.00410936192485648,0.00656259772976015,0.0182317920763677
"E06000002",2009,"male",0.0041621408475915,0.00487270341295514,0.00647404068854918,0.0286512581671615
"E06000002",2010,"female",0.00384912941862118,0.00451671336686549,0.00849382403700601,0.0241123799630179
"E06000002",2010,"male",0.0036216037368492,0.00484073801073689,0.00790045498240561,0.0230425443880459
"E06000002",2011,"female",0.00328522599710487,0.00528787321764505,0.00767148923178605,0.0232478427122133
"E06000002",2011,"male",0.00319897300963143,0.00384287250897055,0.00433834905150198,0.012638853373631
"E06000002",2012,"female",0.00418786127401431,0.0057593269698209,0.00685483346155807,0.0259793120525661
"E06000002",2012,"male",0.00364727180152099,0.00503939453464987,0.00723538165974875,0.0207091834117856
"E06000002",2013,"female",0.00509255433960141,0.00610142533100609,0.00821022981801195,0.0181562873675886
"E06000002",2013,"male",0.00327975657566997,0.0036863491383327,0.00564533507614598,0.0224237976623637
"E06000003",2002,"female",0.00421857906508146,0.00550021992128074,0.00704717300210479,0.0277204412563056
"E06000003",2002,"male",0.00448823970349985,0.00557415851191981,0.00613352114049525,0.0275966258726456
"E06000003",2003,"female",0.00424972133499287,0.00640383946651927,0.00588107904357003,0.0243536775057432
"E06000003",2003,"male",0.00395363207298144,0.00469390233275447,0.00709728049449348,0.0253841550710736
"E06000003",2004,"female",0.00353113065891264,0.00488257283349106,0.00635303887783526,0.024218882561264
"E06000003",2004,"male",0.00379608825468468,0.00470192976382308,0.0089669508471596,0.0372921956025709
"E06000003",2005,"female",0.00411247552647997,0.00551264875353264,0.00698965292912735,0.0252820169773547
"E06000003",2005,"male",0.0039314029829319,0.00379424645143975,0.00715503798973555,0.0256479730124059
"E06000003",2006,"female",0.00300862568059434,0.00456456474840606,0.0066551999513727,0.0236757137020778
"E06000003",2006,"male",0.00338213082735756,0.0043670142595754,0.00548194924065223,0.0192915005793241
"E06000003",2007,"female",0.00350310942953016,0.00405161944448207,0.0078411882950057,0.020440777426612
"E06000003",2007,"male",0.00343364109700971,0.00334426341884402,0.00612276474583812,0.0192261447573231
"E06000003",2008,"female",0.00462514898792234,0.00564408823362048,0.00994969877483515,0.0289293259020802
