"la","year","sex","med_le_0","med_le_50","med_le_65","med_le_80"
"E06000029",2012,"male",84,85,86,89
"E06000029",2013,"female",87,87,88,90
"E06000029",2013,"male",84,85,86,88
"E06000030",2002,"female",83,84,85,88
"E06000030",2002,"male",80,80,82,86
"E06000030",2003,"female",84,84,86,88
"E06000030",2003,"male",81,81,82,86
"E06000030",2004,"female",84,84,85,88
"E06000030",2004,"male",82,82,83,87
"E06000030",2005,"female",85,85,86,89
"E06000030",2005,"male",81,81,82,87
"E06000030",2006,"female",85,85,86,89
"E06000030",2006,"male",81,81,82,87
"E06000030",2007,"female",85,85,86,88
"E06000030",2007,"male",81,82,83,87
"E06000030",2008,"female",85,85,86,89
"E06000030",2008,"male",81,82,83,87
"E06000030",2009,"female",86,86,87,90
"E06000030",2009,"male",83,83,84,88
"E06000030",2010,"female",86,87,88,90
"E06000030",2010,"male",83,83,84,88
"E06000030",2011,"female",86,86,86,89
"E06000030",2011,"male",83,83,84,88
"E06000030",2012,"female",86,86,87,90
"E06000030",2012,"male",83,83,84,88
"E06000030",2013,"female",87,87,87,90
"E06000030",2013,"male",83,83,84,87
"E06000031",2002,"female",84,84,85,89
"E06000031",2002,"male",79,80,81,87
"E06000031",2003,"female",83,84,84,88
"E06000031",2003,"male",79,80,82,86
"E06000031",2004,"female",84,85,86,89
"E06000031",2004,"male",80,81,82,87
"E06000031",2005,"female",85,86,86,89
"E06000031",2005,"male",81,82,83,87
"E06000031",2006,"female",85,85,86,89
"E06000031",2006,"male",80,81,82,87
"E06000031",2007,"female",84,85,85,88
"E06000031",2007,"male",82,83,84,87
"E06000031",2008,"female",86,87,87,90
"E06000031",2008,"male",81,82,83,87
"E06000031",2009,"female",85,85,86,89
"E06000031",2009,"male",82,83,84,88
"E06000031",2010,"female",86,86,87,90
"E06000031",2010,"male",82,82,84,88
"E06000031",2011,"female",87,87,88,90
"E06000031",2011,"male",82,83,84,88
"E06000031",2012,"female",87,87,88,90
"E06000031",2012,"male",82,83,84,87
"E06000031",2013,"female",86,86,87,90
"E06000031",2013,"male",83,83,84,88
"E06000032",2002,"female",82,83,84,88
"E06000032",2002,"male",79,80,81,86
"E06000032",2003,"female",83,84,85,88
"E06000032",2003,"male",80,80,82,86
"E06000032",2004,"female",84,84,85,88
"E06000032",2004,"male",80,81,82,87
"E06000032",2005,"female",83,84,85,89
"E06000032",2005,"male",79,80,81,86
"E06000032",2006,"female",84,84,85,88
"E06000032",2006,"male",80,81,83,88
"E06000032",2007,"female",85,85,86,89
"E06000032",2007,"male",81,82,83,87
"E06000032",2008,"female",84,84,85,88
"E06000032",2008,"male",80,81,83,87
"E06000032",2009,"female",85,85,86,89
"E06000032",2009,"male",81,82,83,88
"E06000032",2010,"female",85,86,87,89
"E06000032",2010,"male",81,82,83,88
"E06000032",2011,"female",86,86,87,90
"E06000032",2011,"male",82,82,84,88
"E06000032",2012,"female",86,86,87,89
"E06000032",2012,"male",82,83,84,87
"E06000032",2013,"female",86,86,87,89
"E06000032",2013,"male",81,82,84,88
"E06000033",2002,"female",84,84,86,89
"E06000033",2002,"male",80,81,82,87
"E06000033",2003,"female",84,84,85,88
"E06000033",2003,"male",80,81,82,86
"E06000033",2004,"female",84,85,85,88
"E06000033",2004,"male",81,82,83,87
"E06000033",2005,"female",85,85,86,89
"E06000033",2005,"male",81,81,83,87
"E06000033",2006,"female",85,85,86,89
"E06000033",2006,"male",81,81,83,87
"E06000033",2007,"female",86,86,87,90
"E06000033",2007,"male",82,82,84,87
"E06000033",2008,"female",85,86,86,89
"E06000033",2008,"male",82,83,84,87
"E06000033",2009,"female",86,87,87,89
"E06000033",2009,"male",82,82,84,87
"E06000033",2010,"female",86,86,87,90
"E06000033",2010,"male",83,83,84,87
"E06000033",2011,"female",87,87,88,90
"E06000033",2011,"male",84,84,85,88
"E06000033",2012,"female",87,87,87,90
"E06000033",2012,"male",83,84,85,89
"E06000033",2013,"female",86,86,87,90
"E06000033",2013,"male",84,84,85,88
"E06000034",2002,"female",83,84,85,88
"E06000034",2002,"male",78,79,81,87
"E06000034",2003,"female",84,84,85,89
"E06000034",2003,"male",80,80,81,86
"E06000034",2004,"female",84,84,85,88
"E06000034",2004,"male",80,80,82,87
"E06000034",2005,"female",84,84,85,88
"E06000034",2005,"male",80,81,82,86
"E06000034",2006,"female",85,85,86,89
"E06000034",2006,"male",81,82,83,87
"E06000034",2007,"female",84,85,85,88
"E06000034",2007,"male",81,81,82,87
"E06000034",2008,"female",85,85,85,88
"E06000034",2008,"male",81,81,82,87
"E06000034",2009,"female",85,85,86,89
"E06000034",2009,"male",82,82,83,87
"E06000034",2010,"female",86,86,86,90
"E06000034",2010,"male",82,82,84,87
"E06000034",2011,"female",86,86,87,89
"E06000034",2011,"male",83,83,84,88
"E06000034",2012,"female",86,86,86,89
"E06000034",2012,"male",82,82,83,88
"E06000034",2013,"female",86,86,87,90
"E06000034",2013,"male",83,83,84,88
"E06000035",2002,"female",83,83,84,88
"E06000035",2002,"male",79,79,81,85
"E06000035",2003,"female",84,84,85,88
"E06000035",2003,"male",80,81,82,86
"E06000035",2004,"female",83,84,85,88
"E06000035",2004,"male",79,79,81,86
"E06000035",2005,"female",84,84,85,88
"E06000035",2005,"male",80,81,82,87
"E06000035",2006,"female",84,84,85,89
"E06000035",2006,"male",79,80,82,86
"E06000035",2007,"female",85,85,86,89
"E06000035",2007,"male",81,81,83,86
"E06000035",2008,"female",85,85,86,89
"E06000035",2008,"male",81,81,82,86
"E06000035",2009,"female",85,85,86,88
"E06000035",2009,"male",81,82,83,87
"E06000035",2010,"female",86,86,87,89
"E06000035",2010,"male",82,83,84,87
"E06000035",2011,"female",86,86,87,90
"E06000035",2011,"male",82,82,83,87
"E06000035",2012,"female",86,86,87,89
"E06000035",2012,"male",82,83,84,87
"E06000035",2013,"female",86,86,87,89
"E06000035",2013,"male",82,83,84,88
"E06000036",2002,"female",84,85,86,90
"E06000036",2002,"male",80,81,82,86
"E06000036",2003,"female",85,85,86,89
"E06000036",2003,"male",81,81,82,86
"E06000036",2004,"female",85,85,85,89
"E06000036",2004,"male",82,83,83,87
"E06000036",2005,"female",85,85,86,89
"E06000036",2005,"male",81,81,82,86
"E06000036",2006,"female",86,87,88,90
"E06000036",2006,"male",82,82,83,87
"E06000036",2007,"female",87,87,88,90
"E06000036",2007,"male",82,82,83,87
"E06000036",2008,"female",85,86,87,NA
"E06000036",2008,"male",83,83,84,89
"E06000036",2009,"female",86,87,88,90
"E06000036",2009,"male",82,83,84,88
"E06000036",2010,"female",87,87,88,NA
"E06000036",2010,"male",84,84,85,88
"E06000036",2011,"female",86,86,87,90
"E06000036",2011,"male",84,85,86,89
"E06000036",2012,"female",85,86,87,89
"E06000036",2012,"male",85,85,85,88
"E06000036",2013,"female",88,88,89,90
"E06000036",2013,"male",84,85,85,88
"E06000037",2002,"female",86,87,87,89
"E06000037",2002,"male",82,82,83,87
"E06000037",2003,"female",85,85,86,89
"E06000037",2003,"male",82,82,83,87
"E06000037",2004,"female",85,86,86,89
"E06000037",2004,"male",82,83,84,87
"E06000037",2005,"female",86,86,87,89
"E06000037",2005,"male",83,83,85,87
"E06000037",2006,"female",85,86,86,89
"E06000037",2006,"male",83,83,84,88
"E06000037",2007,"female",86,87,88,90
"E06000037",2007,"male",84,84,85,88
"E06000037",2008,"female",87,87,88,90
"E06000037",2008,"male",83,84,85,89
"E06000037",2009,"female",87,87,88,90
"E06000037",2009,"male",83,84,84,88
"E06000037",2010,"female",87,87,88,90
"E06000037",2010,"male",84,85,86,88
"E06000037",2011,"female",87,87,88,NA
"E06000037",2011,"male",83,84,85,88
"E06000037",2012,"female",88,88,88,90
"E06000037",2012,"male",85,85,86,88
"E06000037",2013,"female",88,88,88,90
"E06000037",2013,"male",84,84,85,88
"E06000038",2002,"female",85,85,86,89
"E06000038",2002,"male",80,80,82,86
"E06000038",2003,"female",85,85,86,89
"E06000038",2003,"male",79,80,82,87
"E06000038",2004,"female",85,86,87,89
"E06000038",2004,"male",81,82,83,87
"E06000038",2005,"female",84,84,85,89
"E06000038",2005,"male",80,81,82,87
"E06000038",2006,"female",85,85,86,89
"E06000038",2006,"male",80,81,82,87
"E06000038",2007,"female",84,85,86,90
"E06000038",2007,"male",82,83,84,88
"E06000038",2008,"female",85,85,86,89
"E06000038",2008,"male",81,82,84,88
"E06000038",2009,"female",86,86,86,90
"E06000038",2009,"male",81,82,83,88
"E06000038",2010,"female",86,86,87,89
"E06000038",2010,"male",81,82,83,88
"E06000038",2011,"female",87,87,88,90
"E06000038",2011,"male",83,84,84,88
"E06000038",2012,"female",86,86,87,89
"E06000038",2012,"male",82,82,84,87
"E06000038",2013,"female",87,87,87,90
"E06000038",2013,"male",81,82,83,88
"E06000039",2002,"female",83,84,85,88
"E06000039",2002,"male",79,79,81,87
"E06000039",2003,"female",84,85,86,88
"E06000039",2003,"male",80,80,83,86
"E06000039",2004,"female",83,83,85,88
"E06000039",2004,"male",80,81,82,86
"E06000039",2005,"female",83,83,84,88
"E06000039",2005,"male",80,81,82,87
"E06000039",2006,"female",84,84,85,88
"E06000039",2006,"male",82,83,85,88
"E06000039",2007,"female",85,85,86,89
"E06000039",2007,"male",80,81,82,86
"E06000039",2008,"female",86,86,86,89
"E06000039",2008,"male",81,82,83,87
"E06000039",2009,"female",85,85,86,89
"E06000039",2009,"male",80,81,82,88
"E06000039",2010,"female",87,87,87,90
"E06000039",2010,"male",82,82,84,88
"E06000039",2011,"female",85,85,86,89
"E06000039",2011,"male",81,82,83,88
"E06000039",2012,"female",86,86,87,90
"E06000039",2012,"male",81,82,83,87
"E06000039",2013,"female",86,87,88,90
"E06000039",2013,"male",82,82,83,87
"E06000040",2002,"female",85,85,86,89
"E06000040",2002,"male",81,82,83,86
"E06000040",2003,"female",86,86,87,89
"E06000040",2003,"male",81,82,83,88
"E06000040",2004,"female",85,86,86,89
"E06000040",2004,"male",81,82,83,87
"E06000040",2005,"female",85,86,86,89
"E06000040",2005,"male",82,83,83,87
"E06000040",2006,"female",86,86,87,89
"E06000040",2006,"male",83,83,84,87
"E06000040",2007,"female",86,86,87,90
"E06000040",2007,"male",83,84,85,88
"E06000040",2008,"female",87,87,87,90
"E06000040",2008,"male",84,84,85,88
"E06000040",2009,"female",87,87,88,89
"E06000040",2009,"male",83,83,84,88
"E06000040",2010,"female",88,88,89,90
"E06000040",2010,"male",84,84,85,88
"E06000040",2011,"female",88,88,88,90
"E06000040",2011,"male",84,84,85,89
"E06000040",2012,"female",87,88,88,90
"E06000040",2012,"male",84,84,85,88
"E06000040",2013,"female",88,88,89,NA
"E06000040",2013,"male",84,84,85,88
"E06000041",2002,"female",86,86,86,89
"E06000041",2002,"male",81,82,83,87
"E06000041",2003,"female",86,86,87,89
"E06000041",2003,"male",82,82,84,87
"E06000041",2004,"female",85,86,86,89
"E06000041",2004,"male",82,82,83,87
"E06000041",2005,"female",86,86,87,90
"E06000041",2005,"male",83,84,85,88
"E06000041",2006,"female",86,86,87,89
"E06000041",2006,"male",83,84,84,88
"E06000041",2007,"female",87,87,87,89
"E06000041",2007,"male",85,85,86,88
"E06000041",2008,"female",87,87,88,89
"E06000041",2008,"male",85,85,86,89
"E06000041",2009,"female",88,88,88,90
"E06000041",2009,"male",85,85,86,89
"E06000041",2010,"female",87,88,89,90
"E06000041",2010,"male",85,85,86,88
"E06000041",2011,"female",88,88,89,NA
"E06000041",2011,"male",85,85,86,89
"E06000041",2012,"female",88,88,89,NA
"E06000041",2012,"male",85,85,86,89
"E06000041",2013,"female",88,88,88,90
"E06000041",2013,"male",85,85,86,88
"E06000042",2002,"female",83,84,85,88
"E06000042",2002,"male",80,80,82,86
"E06000042",2003,"female",84,84,85,88
"E06000042",2003,"male",81,81,82,87
"E06000042",2004,"female",84,84,85,88
"E06000042",2004,"male",80,81,82,87
"E06000042",2005,"female",83,84,85,88
"E06000042",2005,"male",80,80,82,87
"E06000042",2006,"female",84,85,86,89
"E06000042",2006,"male",82,82,83,87
"E06000042",2007,"female",85,86,86,89
"E06000042",2007,"male",81,82,83,87
"E06000042",2008,"female",85,85,86,89
"E06000042",2008,"male",81,82,83,87
"E06000042",2009,"female",85,86,86,89
"E06000042",2009,"male",81,81,83,87
"E06000042",2010,"female",86,86,87,89
"E06000042",2010,"male",83,83,84,89
"E06000042",2011,"female",86,86,87,90
"E06000042",2011,"male",82,83,84,87
"E06000042",2012,"female",85,85,86,89
"E06000042",2012,"male",83,83,85,88
"E06000042",2013,"female",86,86,87,89
"E06000042",2013,"male",82,82,84,88
"E06000043",2002,"female",85,86,87,90
"E06000043",2002,"male",79,80,82,86
"E06000043",2003,"female",84,84,86,89
"E06000043",2003,"male",80,81,82,87
"E06000043",2004,"female",85,85,86,89
"E06000043",2004,"male",80,80,82,87
"E06000043",2005,"female",84,85,86,89
"E06000043",2005,"male",81,81,83,88
"E06000043",2006,"female",85,85,86,89
"E06000043",2006,"male",79,80,82,87
"E06000043",2007,"female",86,86,87,90
"E06000043",2007,"male",80,81,83,87
"E06000043",2008,"female",85,86,86,89
"E06000043",2008,"male",81,82,83,87
"E06000043",2009,"female",86,86,87,90
"E06000043",2009,"male",81,82,84,88
"E06000043",2010,"female",86,87,88,90
"E06000043",2010,"male",82,83,85,88
"E06000043",2011,"female",86,87,87,90
"E06000043",2011,"male",83,84,85,88
"E06000043",2012,"female",86,86,87,90
"E06000043",2012,"male",83,83,85,88
"E06000043",2013,"female",87,87,88,90
"E06000043",2013,"male",82,83,84,88
"E06000044",2002,"female",84,84,85,88
"E06000044",2002,"male",79,80,82,86
"E06000044",2003,"female",84,84,85,89
"E06000044",2003,"male",79,79,82,86
"E06000044",2004,"female",83,84,85,89
"E06000044",2004,"male",79,80,81,86
"E06000044",2005,"female",85,85,86,89
"E06000044",2005,"male",79,80,82,87
"E06000044",2006,"female",85,85,86,90
"E06000044",2006,"male",79,80,82,87
"E06000044",2007,"female",85,85,87,90
"E06000044",2007,"male",80,81,83,87
"E06000044",2008,"female",86,86,87,89
"E06000044",2008,"male",80,81,82,89
"E06000044",2009,"female",86,87,87,90
"E06000044",2009,"male",81,81,83,87
"E06000044",2010,"female",86,86,87,90
"E06000044",2010,"male",81,82,83,87
"E06000044",2011,"female",85,86,86,89
"E06000044",2011,"male",81,82,83,87
"E06000044",2012,"female",86,86,87,90
"E06000044",2012,"male",82,83,84,88
"E06000044",2013,"female",86,86,87,89
"E06000044",2013,"male",82,82,84,88
"E06000045",2002,"female",84,84,86,89
"E06000045",2002,"male",79,80,82,87
"E06000045",2003,"female",84,84,85,89
"E06000045",2003,"male",79,79,81,87
"E06000045",2004,"female",84,85,86,89
"E06000045",2004,"male",79,80,82,87
"E06000045",2005,"female",84,84,85,89
"E06000045",2005,"male",79,80,82,88
"E06000045",2006,"female",84,85,86,89
"E06000045",2006,"male",80,80,82,87
"E06000045",2007,"female",86,86,87,90
"E06000045",2007,"male",81,81,83,87
"E06000045",2008,"female",85,85,86,89
"E06000045",2008,"male",81,81,83,87
"E06000045",2009,"female",85,85,86,89
"E06000045",2009,"male",81,82,83,87
"E06000045",2010,"female",87,87,88,90
"E06000045",2010,"male",81,82,84,88
"E06000045",2011,"female",87,87,87,90
"E06000045",2011,"male",82,83,85,89
"E06000045",2012,"female",86,86,87,89
"E06000045",2012,"male",82,83,84,88
"E06000045",2013,"female",86,86,87,90
"E06000045",2013,"male",81,82,83,87
"E06000046",2002,"female",85,86,86,89
"E06000046",2002,"male",80,81,82,87
"E06000046",2003,"female",85,86,87,89
"E06000046",2003,"male",81,82,83,87
"E06000046",2004,"female",85,86,87,89
"E06000046",2004,"male",81,82,83,88
"E06000046",2005,"female",86,86,87,90
"E06000046",2005,"male",82,83,84,87
"E06000046",2006,"female",87,87,88,90
"E06000046",2006,"male",82,83,84,88
"E06000046",2007,"female",86,87,87,90
"E06000046",2007,"male",83,84,85,88
"E06000046",2008,"female",87,87,88,90
"E06000046",2008,"male",82,83,84,88
"E06000046",2009,"female",86,86,87,90
"E06000046",2009,"male",83,83,84,88
"E06000046",2010,"female",87,87,88,90
"E06000046",2010,"male",83,84,85,88
"E06000046",2011,"female",87,88,88,NA
"E06000046",2011,"male",83,84,85,88
"E06000046",2012,"female",87,87,88,90
"E06000046",2012,"male",84,84,85,88
"E06000046",2013,"female",86,86,87,90
"E06000046",2013,"male",83,84,84,88
"E06000047",2002,"female",83,83,84,88
"E06000047",2002,"male",78,79,81,86
"E06000047",2003,"female",83,83,84,88
"E06000047",2003,"male",79,79,81,86
"E06000047",2004,"female",83,83,84,88
"E06000047",2004,"male",79,79,81,86
"E06000047",2005,"female",83,83,84,88
"E06000047",2005,"male",79,80,81,86
"E06000047",2006,"female",83,84,85,88
"E06000047",2006,"male",80,80,82,86
"E06000047",2007,"female",84,84,85,88
"E06000047",2007,"male",80,81,82,87
"E06000047",2008,"female",84,84,85,88
"E06000047",2008,"male",81,82,83,87
"E06000047",2009,"female",84,85,86,88
"E06000047",2009,"male",81,82,83,87
"E06000047",2010,"female",85,85,86,89
"E06000047",2010,"male",81,82,83,87
"E06000047",2011,"female",85,85,86,89
"E06000047",2011,"male",82,82,83,87
"E06000047",2012,"female",85,85,86,89
"E06000047",2012,"male",82,83,84,87
"E06000047",2013,"female",84,85,86,88
"E06000047",2013,"male",82,82,84,87
"E06000049",2002,"female",84,85,85,89
"E06000049",2002,"male",80,81,82,87
"E06000049",2003,"female",85,85,86,89
"E06000049",2003,"male",81,81,83,87
"E06000049",2004,"female",85,85,86,89
"E06000049",2004,"male",81,81,82,86
"E06000049",2005,"female",85,86,86,89
"E06000049",2005,"male",81,82,83,87
"E06000049",2006,"female",86,86,87,89
"E06000049",2006,"male",81,82,83,87
"E06000049",2007,"female",86,86,87,89
"E06000049",2007,"male",83,83,84,88
"E06000049",2008,"female",86,87,87,90
"E06000049",2008,"male",82,83,84,88
"E06000049",2009,"female",86,86,87,89
"E06000049",2009,"male",82,83,84,88
"E06000049",2010,"female",86,86,87,89
"E06000049",2010,"male",83,83,84,88
"E06000049",2011,"female",87,87,87,90
"E06000049",2011,"male",84,85,85,88
"E06000049",2012,"female",86,87,87,89
"E06000049",2012,"male",84,85,85,89
"E06000049",2013,"female",87,87,88,90
"E06000049",2013,"male",84,84,85,88
"E06000050",2002,"female",84,85,86,89
"E06000050",2002,"male",80,80,82,87
"E06000050",2003,"female",85,85,86,89
"E06000050",2003,"male",81,81,83,87
"E06000050",2004,"female",85,85,86,89
"E06000050",2004,"male",80,81,82,87
"E06000050",2005,"female",85,85,86,89
"E06000050",2005,"male",81,82,83,87
"E06000050",2006,"female",85,85,86,89
"E06000050",2006,"male",81,82,83,87
"E06000050",2007,"female",86,86,86,89
"E06000050",2007,"male",82,83,84,88
"E06000050",2008,"female",85,86,86,89
"E06000050",2008,"male",82,82,83,87
"E06000050",2009,"female",85,86,86,89
"E06000050",2009,"male",83,83,84,88
"E06000050",2010,"female",86,87,87,90
"E06000050",2010,"male",83,84,84,88
"E06000050",2011,"female",86,86,87,90
"E06000050",2011,"male",83,83,84,88
"E06000050",2012,"female",86,86,87,89
"E06000050",2012,"male",83,83,85,88
"E06000050",2013,"female",86,87,87,90
"E06000050",2013,"male",83,84,85,88
"E06000051",2002,"female",85,85,86,89
"E06000051",2002,"male",81,81,82,87
"E06000051",2003,"female",84,85,86,89
"E06000051",2003,"male",81,81,82,87
"E06000051",2004,"female",85,85,86,89
"E06000051",2004,"male",81,82,83,87
"E06000051",2005,"female",86,86,86,89
"E06000051",2005,"male",82,82,83,87
"E06000051",2006,"female",86,86,87,89
"E06000051",2006,"male",82,83,84,87
"E06000051",2007,"female",86,86,87,89
"E06000051",2007,"male",83,83,84,88
"E06000051",2008,"female",86,87,87,89
"E06000051",2008,"male",83,83,84,88
"E06000051",2009,"female",87,87,88,90
"E06000051",2009,"male",83,83,84,88
"E06000051",2010,"female",87,87,87,90
"E06000051",2010,"male",83,84,84,88
"E06000051",2011,"female",87,87,88,90
"E06000051",2011,"male",84,84,85,88
"E06000051",2012,"female",87,87,88,90
"E06000051",2012,"male",84,85,86,88
"E06000051",2013,"female",87,87,88,90
"E06000051",2013,"male",84,84,85,87
"E06000052",2002,"female",85,86,86,89
"E06000052",2002,"male",81,82,83,87
"E06000052",2003,"female",85,85,86,89
"E06000052",2003,"male",81,82,82,87
"E06000052",2004,"female",85,86,86,89
"E06000052",2004,"male",81,82,83,87
"E06000052",2005,"female",85,86,86,89
"E06000052",2005,"male",82,82,83,87
"E06000052",2006,"female",86,86,87,89
"E06000052",2006,"male",82,83,84,87
"E06000052",2007,"female",86,86,87,90
"E06000052",2007,"male",82,83,84,87
"E06000052",2008,"female",86,87,87,89
"E06000052",2008,"male",83,83,84,88
"E06000052",2009,"female",86,86,87,89
