"year","age","population_count","sex","region"
"2000",82,"5769","male","scotland"
"2000",82,"11415","female","scotland"
"2000",83,"16777","total","scotland"
"2000",83,"5588","male","scotland"
"2000",83,"11189","female","scotland"
"2000",84,"16376","total","scotland"
"2000",84,"5021","male","scotland"
"2000",84,"11355","female","scotland"
"2000",85,"15652","total","scotland"
"2000",85,"4726","male","scotland"
"2000",85,"10926","female","scotland"
"2000",86,"13976","total","scotland"
"2000",86,"4000","male","scotland"
"2000",86,"9976","female","scotland"
"2000",87,"11761","total","scotland"
"2000",87,"3316","male","scotland"
"2000",87,"8445","female","scotland"
"2000",88,"9758","total","scotland"
"2000",88,"2568","male","scotland"
"2000",88,"7190","female","scotland"
"2000",89,"8218","total","scotland"
"2000",89,"2086","male","scotland"
"2000",89,"6132","female","scotland"
"2000",90,"28296","total","scotland"
"2000",90,"5944","male","scotland"
"2000",90,"22352","female","scotland"
"2001",0,"52027","total","scotland"
"2001",0,"26345","male","scotland"
"2001",0,"25682","female","scotland"
"2001",1,"53060","total","scotland"
"2001",1,"27442","male","scotland"
"2001",1,"25618","female","scotland"
"2001",2,"55668","total","scotland"
"2001",2,"28604","male","scotland"
"2001",2,"27064","female","scotland"
"2001",3,"56812","total","scotland"
"2001",3,"29070","male","scotland"
"2001",3,"27742","female","scotland"
"2001",4,"58694","total","scotland"
"2001",4,"30311","male","scotland"
"2001",4,"28383","female","scotland"
"2001",5,"58088","total","scotland"
"2001",5,"29752","male","scotland"
"2001",5,"28336","female","scotland"
"2001",6,"59103","total","scotland"
"2001",6,"30334","male","scotland"
"2001",6,"28769","female","scotland"
"2001",7,"61005","total","scotland"
"2001",7,"31134","male","scotland"
"2001",7,"29871","female","scotland"
"2001",8,"62593","total","scotland"
"2001",8,"31970","male","scotland"
"2001",8,"30623","female","scotland"
"2001",9,"65024","total","scotland"
"2001",9,"33165","male","scotland"
"2001",9,"31859","female","scotland"
"2001",10,"65249","total","scotland"
"2001",10,"33401","male","scotland"
"2001",10,"31848","female","scotland"
"2001",11,"63693","total","scotland"
"2001",11,"32667","male","scotland"
"2001",11,"31026","female","scotland"
"2001",12,"63393","total","scotland"
"2001",12,"32548","male","scotland"
"2001",12,"30845","female","scotland"
"2001",13,"65581","total","scotland"
"2001",13,"33829","male","scotland"
"2001",13,"31752","female","scotland"
"2001",14,"65007","total","scotland"
"2001",14,"33294","male","scotland"
"2001",14,"31713","female","scotland"
"2001",15,"65377","total","scotland"
"2001",15,"33417","male","scotland"
"2001",15,"31960","female","scotland"
"2001",16,"65393","total","scotland"
"2001",16,"33268","male","scotland"
"2001",16,"32125","female","scotland"
"2001",17,"61838","total","scotland"
"2001",17,"31514","male","scotland"
"2001",17,"30324","female","scotland"
"2001",18,"61130","total","scotland"
"2001",18,"30950","male","scotland"
"2001",18,"30180","female","scotland"
"2001",19,"63867","total","scotland"
"2001",19,"31984","male","scotland"
"2001",19,"31883","female","scotland"
"2001",20,"68326","total","scotland"
"2001",20,"34395","male","scotland"
"2001",20,"33931","female","scotland"
"2001",21,"68041","total","scotland"
"2001",21,"34058","male","scotland"
"2001",21,"33983","female","scotland"
"2001",22,"64539","total","scotland"
"2001",22,"32430","male","scotland"
"2001",22,"32109","female","scotland"
"2001",23,"58527","total","scotland"
"2001",23,"29015","male","scotland"
"2001",23,"29512","female","scotland"
"2001",24,"55962","total","scotland"
"2001",24,"27811","male","scotland"
"2001",24,"28151","female","scotland"
"2001",25,"59440","total","scotland"
"2001",25,"29307","male","scotland"
"2001",25,"30133","female","scotland"
"2001",26,"59787","total","scotland"
"2001",26,"28969","male","scotland"
"2001",26,"30818","female","scotland"
"2001",27,"60929","total","scotland"
"2001",27,"29749","male","scotland"
"2001",27,"31180","female","scotland"
"2001",28,"65267","total","scotland"
"2001",28,"31758","male","scotland"
"2001",28,"33509","female","scotland"
"2001",29,"69462","total","scotland"
"2001",29,"33338","male","scotland"
"2001",29,"36124","female","scotland"
"2001",30,"73489","total","scotland"
"2001",30,"35438","male","scotland"
"2001",30,"38051","female","scotland"
"2001",31,"73267","total","scotland"
"2001",31,"35372","male","scotland"
"2001",31,"37895","female","scotland"
"2001",32,"76391","total","scotland"
"2001",32,"36882","male","scotland"
"2001",32,"39509","female","scotland"
"2001",33,"78126","total","scotland"
"2001",33,"37511","male","scotland"
"2001",33,"40615","female","scotland"
"2001",34,"79964","total","scotland"
"2001",34,"38979","male","scotland"
"2001",34,"40985","female","scotland"
"2001",35,"78823","total","scotland"
"2001",35,"37826","male","scotland"
"2001",35,"40997","female","scotland"
"2001",36,"81648","total","scotland"
"2001",36,"39511","male","scotland"
"2001",36,"42137","female","scotland"
"2001",37,"81478","total","scotland"
"2001",37,"39122","male","scotland"
"2001",37,"42356","female","scotland"
"2001",38,"81265","total","scotland"
"2001",38,"39110","male","scotland"
"2001",38,"42155","female","scotland"
"2001",39,"80018","total","scotland"
"2001",39,"39121","male","scotland"
"2001",39,"40897","female","scotland"
"2001",40,"78712","total","scotland"
"2001",40,"38174","male","scotland"
"2001",40,"40538","female","scotland"
"2001",41,"76729","total","scotland"
"2001",41,"37491","male","scotland"
"2001",41,"39238","female","scotland"
"2001",42,"76084","total","scotland"
"2001",42,"36990","male","scotland"
"2001",42,"39094","female","scotland"
"2001",43,"74604","total","scotland"
"2001",43,"36308","male","scotland"
"2001",43,"38296","female","scotland"
"2001",44,"72759","total","scotland"
"2001",44,"35595","male","scotland"
"2001",44,"37164","female","scotland"
"2001",45,"70936","total","scotland"
"2001",45,"35049","male","scotland"
"2001",45,"35887","female","scotland"
"2001",46,"68313","total","scotland"
"2001",46,"33712","male","scotland"
"2001",46,"34601","female","scotland"
"2001",47,"67903","total","scotland"
"2001",47,"33537","male","scotland"
"2001",47,"34366","female","scotland"
"2001",48,"66569","total","scotland"
"2001",48,"33003","male","scotland"
"2001",48,"33566","female","scotland"
"2001",49,"64487","total","scotland"
"2001",49,"31924","male","scotland"
"2001",49,"32563","female","scotland"
"2001",50,"65995","total","scotland"
"2001",50,"32664","male","scotland"
"2001",50,"33331","female","scotland"
"2001",51,"66838","total","scotland"
"2001",51,"33168","male","scotland"
"2001",51,"33670","female","scotland"
"2001",52,"68922","total","scotland"
"2001",52,"34264","male","scotland"
"2001",52,"34658","female","scotland"
"2001",53,"71437","total","scotland"
"2001",53,"35413","male","scotland"
"2001",53,"36024","female","scotland"
"2001",54,"77691","total","scotland"
"2001",54,"38429","male","scotland"
"2001",54,"39262","female","scotland"
"2001",55,"60177","total","scotland"
"2001",55,"29821","male","scotland"
"2001",55,"30356","female","scotland"
"2001",56,"57831","total","scotland"
"2001",56,"28429","male","scotland"
"2001",56,"29402","female","scotland"
"2001",57,"59574","total","scotland"
"2001",57,"29258","male","scotland"
"2001",57,"30316","female","scotland"
"2001",58,"58163","total","scotland"
"2001",58,"28241","male","scotland"
"2001",58,"29922","female","scotland"
"2001",59,"54393","total","scotland"
"2001",59,"26230","male","scotland"
"2001",59,"28163","female","scotland"
"2001",60,"51576","total","scotland"
"2001",60,"24634","male","scotland"
"2001",60,"26942","female","scotland"
"2001",61,"53469","total","scotland"
"2001",61,"25596","male","scotland"
"2001",61,"27873","female","scotland"
"2001",62,"53039","total","scotland"
"2001",62,"25280","male","scotland"
"2001",62,"27759","female","scotland"
"2001",63,"52488","total","scotland"
"2001",63,"25136","male","scotland"
"2001",63,"27352","female","scotland"
"2001",64,"50979","total","scotland"
"2001",64,"23976","male","scotland"
"2001",64,"27003","female","scotland"
"2001",65,"50436","total","scotland"
"2001",65,"23651","male","scotland"
"2001",65,"26785","female","scotland"
"2001",66,"49238","total","scotland"
"2001",66,"22881","male","scotland"
"2001",66,"26357","female","scotland"
"2001",67,"47416","total","scotland"
"2001",67,"21881","male","scotland"
"2001",67,"25535","female","scotland"
"2001",68,"45962","total","scotland"
"2001",68,"21010","male","scotland"
"2001",68,"24952","female","scotland"
"2001",69,"46412","total","scotland"
"2001",69,"20832","male","scotland"
"2001",69,"25580","female","scotland"
"2001",70,"45084","total","scotland"
"2001",70,"20080","male","scotland"
"2001",70,"25004","female","scotland"
"2001",71,"43650","total","scotland"
"2001",71,"19104","male","scotland"
"2001",71,"24546","female","scotland"
"2001",72,"41872","total","scotland"
"2001",72,"18246","male","scotland"
"2001",72,"23626","female","scotland"
"2001",73,"38904","total","scotland"
"2001",73,"16801","male","scotland"
"2001",73,"22103","female","scotland"
"2001",74,"37668","total","scotland"
"2001",74,"16009","male","scotland"
"2001",74,"21659","female","scotland"
"2001",75,"37362","total","scotland"
"2001",75,"15621","male","scotland"
"2001",75,"21741","female","scotland"
"2001",76,"34663","total","scotland"
"2001",76,"14176","male","scotland"
"2001",76,"20487","female","scotland"
"2001",77,"33201","total","scotland"
"2001",77,"13250","male","scotland"
"2001",77,"19951","female","scotland"
"2001",78,"30258","total","scotland"
"2001",78,"11694","male","scotland"
"2001",78,"18564","female","scotland"
"2001",79,"30132","total","scotland"
"2001",79,"11453","male","scotland"
"2001",79,"18679","female","scotland"
"2001",80,"28915","total","scotland"
"2001",80,"10662","male","scotland"
"2001",80,"18253","female","scotland"
"2001",81,"28189","total","scotland"
"2001",81,"10060","male","scotland"
"2001",81,"18129","female","scotland"
"2001",82,"18306","total","scotland"
"2001",82,"6242","male","scotland"
"2001",82,"12064","female","scotland"
"2001",83,"15594","total","scotland"
"2001",83,"5104","male","scotland"
"2001",83,"10490","female","scotland"
"2001",84,"15125","total","scotland"
"2001",84,"4905","male","scotland"
"2001",84,"10220","female","scotland"
"2001",85,"14596","total","scotland"
"2001",85,"4334","male","scotland"
"2001",85,"10262","female","scotland"
"2001",86,"13920","total","scotland"
"2001",86,"4077","male","scotland"
"2001",86,"9843","female","scotland"
"2001",87,"12341","total","scotland"
"2001",87,"3381","male","scotland"
"2001",87,"8960","female","scotland"
"2001",88,"10189","total","scotland"
"2001",88,"2778","male","scotland"
"2001",88,"7411","female","scotland"
"2001",89,"8363","total","scotland"
"2001",89,"2111","male","scotland"
"2001",89,"6252","female","scotland"
"2001",90,"29385","total","scotland"
"2001",90,"6367","male","scotland"
"2001",90,"23018","female","scotland"
"2002",0,"51198","total","scotland"
"2002",0,"26115","male","scotland"
"2002",0,"25083","female","scotland"
"2002",1,"52278","total","scotland"
"2002",1,"26482","male","scotland"
"2002",1,"25796","female","scotland"
"2002",2,"53357","total","scotland"
"2002",2,"27594","male","scotland"
"2002",2,"25763","female","scotland"
"2002",3,"55908","total","scotland"
"2002",3,"28699","male","scotland"
"2002",3,"27209","female","scotland"
"2002",4,"57046","total","scotland"
"2002",4,"29176","male","scotland"
"2002",4,"27870","female","scotland"
"2002",5,"58892","total","scotland"
"2002",5,"30386","male","scotland"
"2002",5,"28506","female","scotland"
"2002",6,"58284","total","scotland"
"2002",6,"29910","male","scotland"
"2002",6,"28374","female","scotland"
"2002",7,"59285","total","scotland"
"2002",7,"30443","male","scotland"
"2002",7,"28842","female","scotland"
"2002",8,"61186","total","scotland"
"2002",8,"31233","male","scotland"
"2002",8,"29953","female","scotland"
"2002",9,"62698","total","scotland"
"2002",9,"31973","male","scotland"
"2002",9,"30725","female","scotland"
"2002",10,"65252","total","scotland"
"2002",10,"33154","male","scotland"
"2002",10,"32098","female","scotland"
"2002",11,"65499","total","scotland"
"2002",11,"33496","male","scotland"
"2002",11,"32003","female","scotland"
"2002",12,"63584","total","scotland"
"2002",12,"32572","male","scotland"
"2002",12,"31012","female","scotland"
"2002",13,"63267","total","scotland"
"2002",13,"32416","male","scotland"
"2002",13,"30851","female","scotland"
"2002",14,"65413","total","scotland"
"2002",14,"33643","male","scotland"
"2002",14,"31770","female","scotland"
"2002",15,"64670","total","scotland"
"2002",15,"33045","male","scotland"
"2002",15,"31625","female","scotland"
"2002",16,"65077","total","scotland"
"2002",16,"33204","male","scotland"
"2002",16,"31873","female","scotland"
"2002",17,"64749","total","scotland"
"2002",17,"32872","male","scotland"
"2002",17,"31877","female","scotland"
"2002",18,"61292","total","scotland"
"2002",18,"31093","male","scotland"
"2002",18,"30199","female","scotland"
"2002",19,"62834","total","scotland"
"2002",19,"31522","male","scotland"
"2002",19,"31312","female","scotland"
"2002",20,"65215","total","scotland"
"2002",20,"32389","male","scotland"
"2002",20,"32826","female","scotland"
"2002",21,"68793","total","scotland"
"2002",21,"34407","male","scotland"
"2002",21,"34386","female","scotland"
"2002",22,"67948","total","scotland"
"2002",22,"33998","male","scotland"
"2002",22,"33950","female","scotland"
"2002",23,"63473","total","scotland"
"2002",23,"32056","male","scotland"
"2002",23,"31417","female","scotland"
"2002",24,"57746","total","scotland"
"2002",24,"28731","male","scotland"
"2002",24,"29015","female","scotland"
"2002",25,"55830","total","scotland"
"2002",25,"27889","male","scotland"
"2002",25,"27941","female","scotland"
"2002",26,"59372","total","scotland"
"2002",26,"29243","male","scotland"
"2002",26,"30129","female","scotland"
"2002",27,"59905","total","scotland"
"2002",27,"29063","male","scotland"
"2002",27,"30842","female","scotland"
"2002",28,"61024","total","scotland"
"2002",28,"29782","male","scotland"
"2002",28,"31242","female","scotland"
"2002",29,"65239","total","scotland"
"2002",29,"31702","male","scotland"
"2002",29,"33537","female","scotland"
"2002",30,"69544","total","scotland"
"2002",30,"33322","male","scotland"
"2002",30,"36222","female","scotland"
"2002",31,"73473","total","scotland"
"2002",31,"35345","male","scotland"
"2002",31,"38128","female","scotland"
"2002",32,"73315","total","scotland"
"2002",32,"35299","male","scotland"
"2002",32,"38016","female","scotland"
"2002",33,"76379","total","scotland"
"2002",33,"36749","male","scotland"
"2002",33,"39630","female","scotland"
